sex,age,occupation,monthly_income,province,skin_type,concerns,acne_level,consult_influencer,skincare_face_method,cleansing_method,use_cleansing_water,cleansing_types_used,cleansing_type_most_used,cleansing_water_formula,factor_deep_cleansing,factor_acne_friendly,factor_sensitive_friendly,factor_no_allergen,factor_hypoallergenic,factor_moisturizing,factor_low_friction,factor_nourishment,factor_eye_friendly,factor_oil_control,switch_factors,brands_used,brand_primary
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",กทม.,ผิวแห้ง,สิวอักเสบ,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,ธุรกิจส่วนตัว,"10,001 - 14,999 บาท",กทม.,ผิวแห้ง,"สิวอุดตัน, สิวผด, รูขุมขนกว้าง, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง,เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,ใช้,Cleansing oil,Cleansing oil,"สูตรลดสิว, สูตรผิวแพ้ง่าย",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), สินค้าออกใหม่/สูตรใหม่ (New product/New formula)","Dermavie, Molochio",Molochio
หญิง,23-28 ปี,ลูกจ้างหน่วยงานราชการ,"ต่ำกว่า 10,000 บาท",แพร่,ผิวแห้ง,"สิวอุดตัน, ผิวแพ้ง่าย, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"15,000 - 19,999 บาท",กทม.,ผิวแห้ง,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง",สิวรุนแรง (มีสิวทุกประเภทร่วมกันเป็นกลุ่มก้อน อักเสบนาน และมีหนองไหล),"เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,29-34 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",กทม.,ผิวผสม,"สิวอักเสบ, สิวอุดตัน, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ใช้,"Cleansing water, Cleansing oil",Cleansing oil,สูตรผิวแพ้ง่าย,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,"บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist)","Florelle, Dermavie, Seijun",Seijun
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"25,000 - 29,999 บาท",กทม.,ผิวผสม,"สิวอุดตัน, ผิวแพ้ง่าย, ผิวมันเยิ้ม, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,ธุรกิจส่วนตัว,"ต่ำกว่า 10,000 บาท",พิษณุโลก,ผิวผสม,"สิวอุดตัน, สิวผด, ผิวมันเยิ้ม, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกตามเพื่อน,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,29-34 ปี,ธุรกิจส่วนตัว,"40,000 บาท ขึ้นไป",ฉะเชิงเทรา,ผิวผสม,"สิวผด, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามเพื่อน",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ใช้,Cleansing water,Cleansing water,"สูตรลดสิว, สูตรคุมมัน (สำหรับผิวมัน), สูตรชุ่มชื้น (สำหรับผิวแห้ง)",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"เพื่อนแนะนำ (Friend recommended), ไม่เคยเปลี่ยนแบรนด์เลย (No switching)","Dermavie, Klinor Lab",Dermavie
หญิง,23-28 ปี,ข้าราชการ,"15,000 - 19,999 บาท",แพร่,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, สิวผด, รูขุมขนกว้าง, ผิวมันเยิ้ม, สิวเสี้ยน​",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกด้วยตนเอง,"เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"15,000 - 19,999 บาท",พิษณุโลก,ผิวมัน,"สิวอักเสบ, รูขุมขนกว้าง, ผิวแห้ง/ลอก/เป็นขุย, ผิวมันเยิ้ม",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน, ปรึกษาหมอผิวหนัง","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,29-34 ปี,ธุรกิจส่วนตัว,"10,001 - 14,999 บาท",เชียงราย,ผิวแห้ง,"สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,29-34 ปี,ธุรกิจส่วนตัว,"40,000 บาท ขึ้นไป",กทม.,ผิวผสม,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวมันเยิ้ม, ผิวหมองคล้ำ, ไม่มีปัญหาผิว",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,Cleansing water,Cleansing water,"สูตรลดสิว, สูตรลดสิว-ผิวแพ้ง่าย, สูตรผิวแพ้ง่าย, สูตรคุมมัน (สำหรับผิวมัน)",5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,"เห็นคนใช้จริงรีวิว (Online review, Real users), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size)",Klinor Lab,Klinor Lab
หญิง,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",นนทบุรี,ผิวมัน,"สิวอักเสบ, สิวอุดตัน, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวมันเยิ้ม, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, ปรึกษาหมอผิวหนัง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง, เลือกตามดารา/พรีเซนเตอร์","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",กทม.,ผิวผสม,"สิวอุดตัน, รูขุมขนกว้าง, ผิวมันเยิ้ม, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ใช้,"Cleansing water, Cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง)",Cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง),"สูตรผิวแพ้ง่าย, สูตรคุมมัน (สำหรับผิวมัน)",5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,"เพื่อนแนะนำ (Friend recommended), เห็นคนใช้จริงรีวิว (Online review, Real users)","Kiyora, Kireiha, Klinor Lab",Kiyora
หญิง,29-34 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",กทม.,ผิวขาดน้ำ,"สิวอุดตัน, ผิวแพ้ง่าย, รูขุมขนกว้าง","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,"Cleansing water, Cleansing balm",Cleansing balm,"สูตรลดสิว, สูตรผิวแพ้ง่าย, สูตรชุ่มชื้น (สำหรับผิวแห้ง)",4.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,"เลือกเพราะโปรโมชั่น (Promotion), สินค้าออกใหม่/สูตรใหม่ (New product/New formula), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock)",Aomizu,Banila Co
ชาย,23-28 ปี,ธุรกิจส่วนตัว,"40,000 บาท ขึ้นไป",พิษณุโลก,ผิวแห้ง,ผิวแห้ง/ลอก/เป็นขุย,ไม่มีสิวเลย,เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"35,000 - 39,999 บาท",กทม.,ผิวมัน,"สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวมันเยิ้ม, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,"Cleansing water, Cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง), Cleansing milk, Cleansing oil",Cleansing water,สูตรผิวแพ้ง่าย,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,"ราคาถูกกว่า (Cheaper price), เลือกเพราะโปรโมชั่น (Promotion), เพื่อนแนะนำ (Friend recommended), เห็นคนใช้จริงรีวิว (Online review, Real users), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock)","Kiyora, Kireiha, Dermavie",Dermavie
หญิง,23-28 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",กทม.,ผิวแห้ง,"ผิวแพ้ง่าย, ผิวแห้ง/ลอก/เป็นขุย","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกด้วยตนเอง, เลือกตามเพื่อน",เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,"เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,"Cleansing water, Cleansing oil",Cleansing water,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรผิวแพ้ง่าย, สูตรเพื่อผิวกระจ่างใส",5.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,"เลือกเพราะโปรโมชั่น (Promotion), เพื่อนแนะนำ (Friend recommended), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size)","Veloura, Florelle, Kireiha, Dermavie",Dermavie
หญิง,29-34 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",กทม.,ผิวธรรมดา,ไม่มีปัญหาผิว,"นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกตามเพื่อน,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้,ไม่ใช้,,,,,,,,,,,,,,,,
ชาย,23-28 ปี,พนักงานบริษัทเอกชน,"40,000 บาท ขึ้นไป",กทม.,ผิวมัน,"สิวอุดตัน, รูขุมขนกว้าง, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว",ใช้,Cleansing water,Cleansing water,"สูตรลดสิว-ผิวแพ้ง่าย, สูตรคุมมัน (สำหรับผิวมัน)",5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,"เพื่อนแนะนำ (Friend recommended), เห็นคนใช้จริงรีวิว (Online review, Real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size)","Veloura, Eastern Belle",Eastern Belle
หญิง,29-34 ปี,ธุรกิจส่วนตัว,"40,000 บาท ขึ้นไป",ปทุมธานี,ผิวผสม,"สิวอุดตัน, รูขุมขนกว้าง, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",เลือกด้วยตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,"Cleansing water, Cleansing sheet (ทิชชู่แผ่นเช็ดเครื่องสำอาง)",Cleansing water,สูตรผิวแพ้ง่าย,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size),"Aomizu, Dermavie",Aomizu
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",พะเยา,ผิวแห้ง,"สิวอุดตัน, รูขุมขนกว้าง, ผิวหมองคล้ำ",สิวปานกลาง (เป็นสิวอักเสบ/หัวหนองมากกว่า10เม็ด),"เลือกด้วยตนเอง, เลือกตามเพื่อน",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",กทม.,ผิวมัน,"สิวอุดตัน, รูขุมขนกว้าง, ผิวมันเยิ้ม, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย",ปรึกษาหมอผิวหนัง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว,ใช้,Cleansing water,Cleansing water,"สูตรลดสิว, สูตรลดสิว-ผิวแพ้ง่าย",4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,"เห็นจากโฆษณา (Ads), เห็นคนใช้จริงรีวิว (Online review, Real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist)",Florelle,Florelle
หญิง,18-22 ปี,นักศึกษา,"10,001 - 14,999 บาท",พิษณุโลก,ผิวมัน,"สิวอักเสบ, สิวผด, ผิวแพ้ง่าย",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกด้วยตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,ไม่ใช้,,,,,,,,,,,,,,,,
หญิง,23-28 ปี,ธุรกิจส่วนตัว,"10,001 - 14,999 บาท",กทม.,ผิวผสม,"สิวผด, รูขุมขนกว้าง, ผิวมันเยิ้ม, ผิวหมองคล้ำ","นานๆทีเป็นสิว เช่น มีสิวเฉพาะช่วงมีประจำเดือน, พักผ่อนน้อย","เลือกตามเพื่อน, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง",เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง,"เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้, เลือกใช้สูตรที่ขายดี/สูตรดัง ของแบรนด์นั้นๆ",ใช้,Cleansing water,Cleansing water,"สูตรชุ่มชื้น (สำหรับผิวแห้ง), สูตรสำหรับผิวธรรมดา (ไม่มีปัญหาผิว)",4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,"เลือกเพราะโปรโมชั่น (Promotion), เพื่อนแนะนำ (Friend recommended), เห็นคนใช้จริงรีวิว (Online review, Real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock), ไม่เคยเปลี่ยนแบรนด์เลย (No switching), GLOW IN SKIN",GLOW IN SKIN,GLOW IN SKIN
หญิง,23-28 ปี,พนักงานรัฐวิสาหกิจ,"15,000 - 19,999 บาท",แพร่,ผิวมัน,"สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวมันเยิ้ม, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),"เลือกด้วยตนเอง, เลือกตามบิวตี้บลอกเกอร์/ผู้ใช้จริงรีวิว ที่มีสภาพผิวคล้ายๆตัวเอง","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้สูตรที่เคลมว่าไม่ก่อให้เกิดสิว/ลดสิว, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,Cleansing water,Cleansing water,สูตรลดสิว-ผิวแพ้ง่าย,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,"เห็นคนใช้จริงรีวิว (Online review, Real users), ผู้เชี่ยวชาญ/หมอผิวหนังแนะนำ (Skin expert/dermatologist), มีไซส์เล็ก/ไซส์ทดลอง/ไซส์พกพา (Mini size), ยี่ห้อเดิมที่ใช้อยู่หมด/หาซื้อไม่ได้ (Current brand is out of stock)","Veloura, Florelle, Kiyora, Kireiha, Hydravax, Glow in Skin",Glow in Skin
หญิง,18-22 ปี,นักศึกษา,"ต่ำกว่า 10,000 บาท",มุกดาหาร,ผิวผสม,"สิวอักเสบ, สิวอุดตัน, สิวผด, ผิวแพ้ง่าย, รูขุมขนกว้าง, ผิวหมองคล้ำ",สิวเล็กน้อย (ส่วนใหญ่เป็นสิวอุดตัน เป็นสิวอักเสบ/หัวหนองไม่เกิน 10เม็ด),เลือกด้วยตนเอง,"เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้","เลือกใช้ให้ตรงตามสภาพผิวและปัญหาผิวของตนเอง, เลือกใช้สูตรที่เคลมว่าอ่อนโยน ผิวแพ้ง่ายใช้ได้",ใช้,Cleansing water,Cleansing water,สูตรลดสิว-ผิวแพ้ง่าย,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,"เห็นคนใช้จริงรีวิว (Online review, Real users), บิวตี้บลอกเกอร์แนะนำ (Beauty bloggers)",Silk Elexir,Silk Elexir
